Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Product_Id,Product_Sugar_Content,Product_Type,Store_Id,Store_Size,Store_Location_City_Type,Store_Type
13.38,0.014,165.02,2009,FD7818,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.69,0.034,141.72,2009,FD7096,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.78,0.152,135.65,2009,FD2470,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.68,0.027,139.47,2009,FD6425,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.69,0.151,144.35,2009,FD2144,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
13.27,0.074,202.24,1987,FD7768,Regular,Breads,OUT001,High,Tier 2,Supermarket Type1
14.14,0.093,178.59,1999,FD6348,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
14.76,0.152,96.1,2009,FD5215,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.35,0.126,111.24,1987,FD203,Regular,Breads,OUT001,High,Tier 2,Supermarket Type1
15.01,0.041,196.9,1999,FD7620,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
10.33,0.042,159.97,2009,FD996,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.35,0.036,129.96,2009,FD8156,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.91,0.063,159.11,2009,FD2724,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.55,0.078,192.06,2009,FD5819,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.11,0.029,186.12,1987,FD4575,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
11.57,0.08,172.28,2009,FD1958,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.71,0.067,165.13,1999,FD1981,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
10.41,0.122,148.13,2009,FD2544,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
6.78,0.057,119.22,1998,FD4224,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
17.34,0.076,229.58,1999,NC8117,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
16.07,0.053,200.63,1999,NC3703,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
12.98,0.055,167.99,2009,FD8418,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
12.52,0.052,141.3,2009,NC3700,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
15.12,0.047,208.25,1999,DR4990,Regular,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
12.39,0.014,149.52,2009,FD7170,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
9.36,0.036,122.03,1998,NC4650,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
8.99,0.075,107.5,1998,FD83,Regular,Dairy,OUT002,Small,Tier 3,Food Mart
14.83,0.021,147.13,2009,DR7067,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.8,0.091,149.53,2009,FD798,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
15.29,0.113,155.21,1999,FD2932,Low Sugar,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
15.88,0.018,155.4,1999,DR3235,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
16.35,0.108,145.62,1999,FD5362,Regular,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
9.14,0.055,132.11,1987,FD41,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
10.94,0.015,161.22,2009,NC7264,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2
16.81,0.111,180.56,1999,FD7256,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
14.11,0.023,167.1,1987,FD3123,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
16.62,0.013,183.11,1999,FD6072,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
10.97,0.156,175.71,2009,FD8553,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.33,0.035,112.98,2009,FD550,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.18,0.042,115.08,1987,FD184,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.46,0.017,169.11,1999,FD1097,reg,Meat,OUT003,Medium,Tier 1,Departmental Store
11.42,0.081,163.88,2009,FD5489,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.55,0.186,66.75,1998,FD1012,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
12.11,0.129,153.05,2009,DR8423,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.62,0.085,91.51,2009,DR3096,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
14.3,0.02,126.68,2009,FD8101,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.74,0.085,187.29,1987,DR2400,Low Sugar,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
13.76,0.063,157.3,2009,FD6304,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.73,0.143,165.1,1998,FD402,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
13.27,0.07,131.16,2009,FD3466,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.53,0.016,181.25,1987,FD3385,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
8.9,0.032,122.61,1998,FD8299,Regular,Canned,OUT002,Small,Tier 3,Food Mart
7.14,0.011,109.27,1998,FD931,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
13.16,0.29,100.73,2009,FD5842,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.65,0.071,135.3,2009,FD8699,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.03,0.096,151.05,2009,FD4815,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.84,0.067,162.37,2009,FD6841,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
13.48,0.024,144.6,2009,FD7189,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.66,0.083,176.33,1999,NC3228,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
13.49,0.178,184.74,1999,FD8029,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
16.7,0.129,134.75,1987,FD2818,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
10.07,0.006,104.49,1998,FD2447,Regular,Meat,OUT002,Small,Tier 3,Food Mart
11.55,0.028,111.89,1987,FD2154,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
13.32,0.025,92.42,1987,FD953,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
11.49,0.043,153.24,2009,NC8076,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.93,0.058,119.61,2009,FD1992,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
11.86,0.067,113.66,2009,FD4902,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.15,0.027,133.09,2009,FD6951,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
10.95,0.12,121.71,2009,FD1198,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.52,0.033,184.12,1999,FD2849,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
18.61,0.063,171.14,1999,NC1564,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
12.31,0.035,136.34,2009,FD5481,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
10.25,0.038,82.21,1998,NC3013,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
12.19,0.039,143.54,2009,FD2095,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.24,0.067,146.43,2009,NC7294,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.64,0.141,143.37,2009,FD388,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.71,0.05,167.8,1999,FD728,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
10.12,0.098,112.07,1998,FD2478,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
16.59,0.056,185.99,1999,FD3494,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
18.04,0.045,171.3,1999,FD4812,reg,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
13.52,0.093,197.19,1987,FD7420,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
14.31,0.035,191.13,1987,DR6590,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
13.6,0.057,168.31,1987,DR5572,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
12.85,0.074,140.26,2009,FD5010,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
14.09,0.017,168.81,1999,FD7622,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
10.6,0.053,141.22,2009,FD1845,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.5,0.122,167.28,1998,FD334,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
15.0,0.161,202.46,1999,FD5655,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
15.42,0.046,153.07,1999,FD5186,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
9.44,0.085,118.9,1998,NC170,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
11.44,0.096,118.25,2009,FD1504,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.39,0.01,132.22,2009,FD6756,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.33,0.083,161.45,2009,NC8625,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.22,0.036,162.57,2009,FD7692,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.38,0.055,185.57,1987,FD449,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
10.19,0.025,165.24,2009,FD2566,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
16.95,0.034,151.42,1987,FD4157,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
7.33,0.039,81.44,1998,FD1654,Regular,Meat,OUT002,Small,Tier 3,Food Mart
10.85,0.027,62.8,1998,FD6965,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
12.91,0.017,87.98,1987,FD8706,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
10.55,0.188,130.38,2009,FD5886,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
13.72,0.057,120.09,2009,FD4878,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.6,0.024,144.95,2009,FD702,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.63,0.004,174.42,2009,FD1419,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.24,0.071,125.42,1998,FD4687,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart
15.52,0.007,183.35,1987,NC2953,No Sugar,Others,OUT001,High,Tier 2,Supermarket Type1
10.08,0.154,119.91,1987,NC2073,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.03,0.026,112.02,2009,NC2877,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
15.77,0.006,158.1,1999,FD1890,Regular,Canned,OUT003,Medium,Tier 1,Departmental Store
12.95,0.034,97.63,2009,FD1884,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.26,0.055,173.11,2009,NC64,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
10.69,0.039,155.64,2009,FD266,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
8.33,0.024,101.1,1998,FD4342,Regular,Seafood,OUT002,Small,Tier 3,Food Mart
15.35,0.075,158.89,1998,FD91,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
12.0,0.118,81.91,1998,NC275,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
11.34,0.094,147.74,2009,FD572,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.47,0.063,136.4,2009,DR8688,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.15,0.085,146.19,2009,FD997,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.9,0.073,195.91,1987,FD3891,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
12.86,0.047,112.91,2009,FD8225,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.53,0.013,110.97,2009,DR5445,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
9.22,0.016,87.04,1998,FD7835,Regular,Baking Goods,OUT002,Small,Tier 3,Food Mart
10.27,0.031,141.78,2009,FD1167,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.61,0.026,141.85,2009,FD2878,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
15.14,0.059,103.93,2009,FD4262,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.67,0.041,156.41,1987,FD7332,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
16.65,0.027,166.25,1987,FD1306,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
10.17,0.274,77.76,1998,FD2082,Low Sugar,Breads,OUT002,Small,Tier 3,Food Mart
8.09,0.007,118.46,1998,FD8206,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart
13.77,0.065,186.41,1987,FD6804,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
11.8,0.082,163.81,2009,FD536,Regular,Seafood,OUT004,Medium,Tier 2,Supermarket Type2
8.0,0.009,105.61,1998,FD3281,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
13.15,0.016,146.39,2009,FD462,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.23,0.028,165.24,2009,FD2039,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.31,0.014,149.07,2009,FD3223,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.16,0.149,132.5,2009,FD7414,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
9.03,0.049,90.52,1998,FD6904,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
14.83,0.016,197.97,1987,FD3051,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
14.77,0.023,189.19,1987,FD3138,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
9.13,0.021,134.46,1987,FD1575,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
7.96,0.027,126.91,1998,FD4514,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
11.83,0.043,153.74,2009,FD4260,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
8.93,0.047,139.71,1987,FD7571,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1
12.12,0.143,147.54,2009,DR5030,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
14.12,0.039,174.02,1999,FD4334,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
12.36,0.086,131.63,2009,FD8011,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.45,0.077,118.27,2009,FD582,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
9.44,0.03,97.25,1998,FD4915,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
9.95,0.115,91.46,1998,FD1144,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
9.71,0.051,202.69,1999,FD21,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
12.09,0.063,165.33,2009,NC8586,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2
11.44,0.038,174.75,2009,FD7436,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.03,0.085,169.95,2009,FD3975,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
9.72,0.03,102.91,1998,FD5474,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
15.91,0.018,180.01,1987,FD4677,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
14.42,0.07,155.14,1987,FD3504,Regular,Meat,OUT001,High,Tier 2,Supermarket Type1
12.63,0.018,162.61,2009,FD5812,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.8,0.046,177.69,1987,FD6976,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
12.11,0.038,150.48,2009,NC954,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.19,0.115,117.35,2009,FD11,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
15.98,0.078,155.92,1999,FD4696,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
15.15,0.082,151.05,1987,NC7529,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
15.6,0.072,144.06,1987,NC7419,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
14.58,0.044,178.61,1987,NC1924,No Sugar,Others,OUT001,High,Tier 2,Supermarket Type1
12.59,0.009,136.06,2009,FD4957,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.16,0.112,129.54,2009,FD6712,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.67,0.031,118.79,1987,FD3890,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.31,0.054,138.16,2009,NC559,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.8,0.066,154.24,2009,FD6563,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.05,0.027,155.6,2009,FD7597,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.93,0.055,142.75,2009,FD6301,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
17.7,0.059,247.62,1999,FD7632,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.42,0.076,116.05,2009,FD6551,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.84,0.164,127.81,2009,FD5498,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
13.71,0.058,176.33,1999,FD5536,reg,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
16.8,0.062,170.8,1999,FD4075,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
12.25,0.105,150.03,2009,FD1788,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
9.15,0.06,119.21,1987,FD4,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
12.86,0.021,167.93,2009,FD4896,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.12,0.071,173.06,2009,NC4226,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.88,0.057,189.44,1999,DR6414,Regular,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
9.14,0.048,150.72,2009,FD1532,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
9.21,0.044,127.39,1998,FD4558,Regular,Snack Foods,OUT002,Small,Tier 3,Food Mart
14.78,0.054,135.47,2009,NC8168,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.52,0.085,122.95,2009,FD3497,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
14.18,0.179,161.86,1987,FD5058,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
13.57,0.057,164.86,1987,FD5412,Regular,Meat,OUT001,High,Tier 2,Supermarket Type1
14.46,0.162,147.39,2009,FD2218,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.37,0.016,153.27,2009,NC1038,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.47,0.065,165.48,2009,FD5073,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
10.85,0.142,106.03,1987,FD472,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
13.73,0.068,185.82,1999,FD6077,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
10.13,0.114,163.85,2009,FD8236,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.97,0.073,169.98,2009,FD3202,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.4,0.117,143.4,2009,NC6634,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
15.2,0.061,190.59,1987,FD47,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
16.4,0.067,143.09,1999,FD1065,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
12.27,0.036,134.43,2009,FD8537,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.47,0.052,156.76,2009,NC7813,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.67,0.042,162.7,2009,NC6241,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
7.66,0.068,74.61,1998,DR4728,Low Sugar,Hard Drinks,OUT002,Small,Tier 3,Food Mart
13.23,0.057,124.67,2009,FD4554,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.13,0.078,77.21,1998,NC5976,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
14.41,0.082,163.96,1987,NC3345,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.92,0.172,147.74,2009,FD8602,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.98,0.048,156.24,2009,FD4367,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.71,0.026,152.1,2009,FD2462,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.77,0.141,122.49,2009,FD4542,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
8.92,0.045,84.89,1987,DR332,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
14.89,0.007,176.25,1987,NC4432,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
9.54,0.078,132.03,1987,FD4433,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
15.5,0.091,160.21,1999,FD5500,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
13.37,0.036,149.82,2009,FD7544,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.23,0.031,107.35,1987,FD6960,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1
10.24,0.051,134.03,2009,NC4601,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.23,0.048,173.95,1999,DR3050,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
14.25,0.022,188.67,1987,DR4091,Low Sugar,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
10.22,0.053,115.57,1998,FD3359,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
15.63,0.036,156.5,1999,FD6873,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
12.92,0.028,165.72,2009,FD1123,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
8.76,0.062,149.63,2009,FD5999,Regular,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
10.91,0.104,152.46,2009,NC1858,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
8.65,0.044,146.15,2009,FD8121,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.51,0.013,178.92,1999,FD2597,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
11.78,0.029,145.82,2009,FD2376,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.85,0.035,177.97,1987,FD4794,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
15.1,0.129,171.66,1987,NC2283,No Sugar,Others,OUT001,High,Tier 2,Supermarket Type1
10.21,0.025,125.47,1987,FD7212,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.33,0.087,223.34,1999,FD8217,Regular,Seafood,OUT003,Medium,Tier 1,Departmental Store
14.56,0.039,156.96,1987,FD6117,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
15.5,0.143,163.11,1999,FD5095,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
12.79,0.019,105.05,2009,FD4229,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
8.29,0.093,114.4,1998,FD1241,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
11.96,0.064,156.81,2009,FD7494,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.77,0.131,180.91,1987,FD379,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
12.56,0.062,160.78,2009,FD5803,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.2,0.12,165.72,2009,FD1008,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
16.27,0.03,162.6,1987,FD3955,Low Sugar,Breakfast,OUT001,High,Tier 2,Supermarket Type1
13.25,0.077,127.02,2009,FD3461,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.87,0.057,151.87,2009,FD3184,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.93,0.013,147.05,2009,FD6096,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
13.74,0.01,164.74,1987,FD2976,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
12.35,0.044,137.24,2009,FD1913,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.64,0.09,122.19,2009,FD963,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
17.72,0.039,152.03,1999,DR4259,Low Sugar,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
8.96,0.019,178.6,2009,DR8216,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
15.5,0.03,151.87,1987,FD1536,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
11.63,0.085,83.78,1998,FD5832,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart
12.71,0.136,134.76,2009,FD3616,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
16.59,0.099,176.12,1999,FD5327,Regular,Canned,OUT003,Medium,Tier 1,Departmental Store
12.86,0.16,193.84,1999,FD5231,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
14.16,0.046,161.31,1987,FD5399,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
