Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Product_Id,Product_Sugar_Content,Product_Type,Store_Id,Store_Size,Store_Location_City_Type,Store_Type
9.37,0.026,175.97,2009,FD5988,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
16.2,0.059,108.73,2009,FD5614,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
10.48,0.023,108.81,1998,NC640,No Sugar,Others,OUT002,Small,Tier 3,Food Mart
13.74,0.061,172.15,1999,NC6260,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
13.57,0.017,164.9,1987,DR1888,Regular,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
9.14,0.082,131.77,1987,NC6238,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
11.41,0.058,136.52,2009,FD897,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
8.46,0.104,112.16,1998,FD4031,Low Sugar,Breads,OUT002,Small,Tier 3,Food Mart
9.21,0.017,127.47,1998,FD3638,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
8.52,0.07,142.95,1987,FD2224,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
10.33,0.03,177.97,2009,FD1378,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
7.14,0.034,82.6,1998,NC1944,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
14.61,0.111,152.39,1987,FD8471,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
14.38,0.042,181.63,1987,FD1530,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
11.11,0.019,112.91,1987,FD7968,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
11.66,0.031,125.99,2009,FD6819,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.12,0.021,120.62,2009,NC2914,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.28,0.039,126.06,2009,FD3249,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.46,0.115,153.71,2009,FD5220,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.78,0.121,120.0,2009,DR2814,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
10.03,0.038,111.68,1998,FD1619,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
7.68,0.05,67.01,1998,FD2160,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
13.99,0.076,71.99,1998,NC6961,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
11.07,0.034,156.4,2009,FD5535,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.74,0.033,168.17,2009,FD6056,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
20.65,0.106,223.98,1999,FD8203,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.13,0.047,135.78,2009,FD4699,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.31,0.01,164.34,2009,FD3255,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.08,0.015,143.07,2009,FD1968,reg,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.99,0.046,121.52,2009,FD7676,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.22,0.027,150.63,2009,FD3024,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.4,0.041,139.02,2009,FD6221,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.43,0.099,160.51,1987,NC4128,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
12.32,0.024,128.51,2009,FD179,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
15.3,0.087,199.37,1999,FD8403,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
14.62,0.038,231.55,1999,FD1829,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
14.74,0.069,162.03,1999,DR3751,Low Sugar,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
10.59,0.089,174.27,2009,FD7748,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.51,0.021,142.41,2009,FD4766,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.18,0.067,136.11,2009,FD2972,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.98,0.057,103.51,1998,FD719,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
10.9,0.076,115.99,1987,FD6303,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
13.04,0.015,122.08,2009,FD6256,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
8.58,0.166,113.04,1998,FD226,Regular,Dairy,OUT002,Small,Tier 3,Food Mart
14.36,0.055,181.23,1987,FD2640,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
12.98,0.142,178.51,1987,FD3478,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
16.17,0.022,160.29,1987,FD3278,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
11.97,0.052,150.67,2009,FD1216,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.19,0.022,208.18,1999,FD5126,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
11.46,0.033,111.72,1987,FD5259,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
9.44,0.035,122.54,1998,NC5246,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
12.69,0.018,136.64,1999,FD149,Low Sugar,Breakfast,OUT003,Medium,Tier 1,Departmental Store
16.83,0.041,175.24,1999,FD5971,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
11.14,0.165,94.94,1998,FD6933,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
16.48,0.011,155.02,1987,NC82,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
12.68,0.032,133.34,2009,FD8342,reg,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.11,0.031,198.22,1999,FD5426,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
8.58,0.056,153.47,2009,FD1737,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
14.94,0.016,137.4,2009,FD1601,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.33,0.089,159.58,2009,NC6827,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.44,0.025,157.96,2009,FD6040,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.67,0.058,166.79,1999,FD7869,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
14.28,0.14,144.26,2009,FD8215,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.21,0.049,147.84,2009,FD1763,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.57,0.036,143.09,2009,FD7339,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
8.5,0.026,158.22,2009,FD5144,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
16.1,0.034,193.49,1999,FD3488,Low Sugar,Starchy Foods,OUT003,Medium,Tier 1,Departmental Store
13.27,0.035,157.42,2009,FD7447,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.45,0.045,143.25,2009,FD2625,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.76,0.035,138.59,2009,FD6988,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.47,0.059,144.01,2009,FD7591,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.71,0.038,205.11,1999,FD7415,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
15.97,0.057,170.65,1987,FD6514,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
14.21,0.078,123.73,2009,FD3141,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.75,0.086,122.61,2009,NC4930,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
9.47,0.065,177.81,2009,NC6290,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.78,0.018,188.4,1987,FD7619,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
11.39,0.033,127.97,2009,FD901,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.44,0.042,153.91,2009,FD7782,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.79,0.21,154.03,2009,FD1634,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
18.04,0.054,223.08,1999,NC3748,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
11.0,0.054,180.37,2009,FD7418,reg,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
13.45,0.038,133.56,2009,DR362,Regular,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.3,0.042,154.99,2009,NC795,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.85,0.046,136.75,2009,NC7177,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.36,0.024,87.74,1998,FD4974,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
16.19,0.123,225.35,1999,FD3368,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
15.3,0.019,198.23,1999,FD3077,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
13.05,0.065,161.83,2009,FD4481,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.05,0.016,154.62,1987,FD4105,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
13.9,0.128,140.59,2009,NC6748,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.56,0.048,188.35,1987,NC2038,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.16,0.1,166.38,2009,FD2227,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
9.66,0.042,127.15,1987,NC6831,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.77,0.094,176.93,1987,FD2182,Regular,Meat,OUT001,High,Tier 2,Supermarket Type1
16.47,0.059,128.65,2009,FD3595,Low Sugar,Seafood,OUT004,Medium,Tier 2,Supermarket Type2
12.46,0.07,93.19,1987,FD224,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
11.3,0.039,102.35,1998,FD6387,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
11.09,0.021,157.97,2009,NC4429,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.18,0.139,131.76,2009,FD8608,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
20.31,0.131,190.63,1999,FD8713,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
14.7,0.023,154.41,1987,FD3763,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
13.83,0.055,106.74,2009,FD3995,Regular,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
10.18,0.062,138.8,2009,NC5280,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
13.62,0.011,177.88,1999,FD7472,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
10.93,0.022,202.82,1999,FD3657,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
11.69,0.12,161.38,2009,FD5323,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.53,0.086,160.32,2009,FD4868,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.1,0.137,147.9,2009,FD7110,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.71,0.096,119.7,1987,FD2068,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
12.84,0.062,183.08,1999,FD8427,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
15.49,0.029,155.16,1999,DR7021,Regular,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
17.96,0.039,170.04,1987,DR287,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
15.82,0.174,156.17,1999,NC6503,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
11.1,0.008,153.22,2009,FD8107,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.04,0.011,128.04,2009,FD4496,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.55,0.079,124.94,2009,FD6041,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.52,0.095,174.45,2009,FD3250,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.0,0.027,161.88,2009,NC2866,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.18,0.047,119.22,2009,FD7533,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.66,0.024,101.85,1998,FD925,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
11.8,0.014,176.73,2009,FD754,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
10.59,0.086,148.3,2009,FD6863,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.49,0.039,107.78,1987,FD2954,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
13.74,0.028,184.46,1999,FD3360,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
13.19,0.186,135.29,2009,DR5739,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.09,0.131,131.26,1998,FD575,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
7.64,0.019,41.84,1998,FD5378,Low Sugar,Meat,OUT002,Small,Tier 3,Food Mart
12.29,0.108,156.35,2009,FD1220,Regular,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.09,0.067,187.3,1987,FD3885,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.09,0.038,150.73,2009,NC2944,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.58,0.011,144.79,2009,FD4909,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.41,0.039,133.28,2009,NC3974,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.43,0.044,160.44,2009,FD1764,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.05,0.16,163.96,2009,FD5912,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
13.73,0.078,153.86,2009,FD7540,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
12.37,0.049,181.19,1999,FD500,Regular,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
11.68,0.125,111.67,2009,FD2607,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.9,0.015,126.82,1987,FD4723,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
12.81,0.094,141.59,2009,DR401,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
14.57,0.027,205.45,1999,FD5777,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
10.36,0.042,154.75,2009,FD5068,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.3,0.074,153.49,2009,FD1113,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.25,0.129,179.96,1987,FD8192,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
11.88,0.039,91.12,1998,FD699,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
10.9,0.036,107.79,1998,FD3110,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
11.19,0.077,160.45,2009,FD4046,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
13.54,0.113,221.75,1999,FD3755,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
8.87,0.042,113.46,1998,FD884,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
14.13,0.049,130.21,2009,NC629,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.17,0.036,118.58,2009,DR6385,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.88,0.141,196.47,1987,FD2477,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.7,0.178,157.63,1987,FD3287,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
7.91,0.119,122.78,1998,NC7184,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
10.56,0.1,92.82,1998,FD6312,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
13.73,0.137,192.14,1987,FD2999,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
14.12,0.051,165.15,1987,NC8674,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
11.14,0.026,144.51,2009,FD3853,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.97,0.023,146.95,2009,FD4903,reg,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.43,0.079,133.54,2009,NC7934,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.76,0.016,168.41,2009,FD3019,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
16.45,0.074,119.11,2009,NC342,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
9.52,0.076,128.96,1987,FD6633,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
13.26,0.027,173.33,1987,NC3743,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
13.73,0.089,172.36,1999,NC2002,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
8.8,0.024,127.36,1998,FD2652,Regular,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.42,0.11,128.48,2009,NC7961,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.14,0.13,174.86,1999,NC7416,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
12.66,0.105,191.4,1999,FD4130,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.04,0.121,149.5,2009,NC1639,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.18,0.057,141.09,2009,NC4803,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.73,0.023,113.04,2009,FD6297,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.23,0.104,137.7,2009,FD5326,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.37,0.027,156.26,2009,FD4337,Regular,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.09,0.058,117.38,2009,FD2770,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.1,0.091,174.64,1999,DR2348,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
11.98,0.03,146.34,2009,FD6000,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.3,0.03,136.75,2009,NC5604,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
9.9,0.015,85.56,1998,FD2446,Regular,Meat,OUT002,Small,Tier 3,Food Mart
15.27,0.013,166.56,1999,FD6519,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
14.5,0.072,154.7,1987,FD4703,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
11.47,0.052,194.64,1987,FD6732,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
9.47,0.049,142.76,2009,FD788,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.26,0.077,113.37,2009,FD1906,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.2,0.055,117.14,1998,FD4531,Regular,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
14.41,0.019,143.79,2009,NC3142,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
16.38,0.029,160.63,1987,FD6477,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
12.99,0.043,125.58,2009,FD6597,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.24,0.041,118.24,2009,FD7358,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
12.37,0.039,124.24,2009,DR1339,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
5.81,0.053,68.8,1998,FD1345,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
8.76,0.057,114.21,1998,FD1240,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
13.93,0.031,164.12,1987,DR1083,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
13.71,0.021,137.33,2009,FD6299,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.12,0.083,171.03,1999,NC4118,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
13.42,0.033,148.54,2009,FD5871,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.32,0.072,123.07,2009,FD2431,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.16,0.039,171.62,2009,FD4806,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.61,0.124,157.98,2009,FD5810,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.39,0.019,164.5,1999,FD7783,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.04,0.078,144.72,2009,FD6427,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.62,0.03,172.98,1999,FD425,reg,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
11.16,0.04,126.22,2009,FD6833,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.93,0.114,151.26,2009,FD4010,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
15.78,0.291,150.61,1999,FD7376,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
11.26,0.011,169.23,2009,FD5170,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.15,0.021,130.79,2009,FD1627,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.34,0.013,90.26,1998,FD6534,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
13.44,0.035,156.55,2009,FD3593,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
9.79,0.1,96.07,1998,FD4375,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
8.94,0.087,108.35,1998,NC6920,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
12.32,0.079,128.42,2009,NC1783,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
12.31,0.067,172.49,2009,FD4707,reg,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.67,0.038,150.51,2009,NC7289,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
10.52,0.044,87.07,1998,FD2578,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
12.32,0.031,117.31,2009,FD3809,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.95,0.027,191.65,2009,FD1246,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
13.87,0.085,141.25,2009,FD6787,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
9.2,0.085,109.8,1998,FD2882,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
14.32,0.013,182.57,1987,FD2429,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
14.4,0.091,193.78,1987,FD6155,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
12.21,0.021,142.91,2009,FD7643,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.41,0.034,131.14,2009,FD4174,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.13,0.047,102.23,1998,FD1799,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
8.67,0.014,131.35,1998,NC8371,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart
16.06,0.096,147.46,1999,FD2101,Low Sugar,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
13.21,0.042,171.81,1987,FD8742,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
11.56,0.027,126.98,2009,FD1548,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
15.32,0.031,166.32,1999,FD1546,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
11.43,0.071,131.75,2009,DR1045,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
14.26,0.115,169.85,1999,DR1976,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
16.5,0.054,152.48,1999,FD5180,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.91,0.047,163.6,2009,FD2019,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.61,0.173,159.99,2009,FD7322,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.57,0.052,119.79,2009,FD3742,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.87,0.14,128.01,2009,FD2692,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
18.3,0.018,151.98,1999,FD2314,Low Sugar,Canned,OUT003,Medium,Tier 1,Departmental Store
13.7,0.122,130.94,2009,FD5442,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.73,0.042,143.71,2009,FD2889,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.42,0.048,164.97,1999,FD2381,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
13.01,0.043,162.94,2009,FD4486,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
9.1,0.067,189.09,2009,FD6232,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.2,0.077,136.92,2009,FD3910,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
17.37,0.112,193.46,1999,NC8385,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
11.57,0.041,112.41,2009,NC3665,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
15.25,0.052,165.85,1999,DR7489,Regular,Hard Drinks,OUT003,Medium,Tier 1,Departmental Store
11.44,0.038,99.71,1998,FD7499,Low Sugar,Breads,OUT002,Small,Tier 3,Food Mart
13.58,0.086,170.01,1998,NC17,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
13.61,0.177,167.03,1987,FD7812,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
9.45,0.047,95.95,1998,FD1961,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
